try_id,cand_id,sigma,g_n,i,delta,kappa_max,psi,phi2,rF,omega_star,d_star,lambda_star,f_star,Z_star,phi1_fixed,e_star,stable,RH_ok,has_complex,has_hopf,n_roots,rF_root_med,rF_root_p25,rF_root_p75,pen_omega,pen_sigma,pen_lambda,pen_hopf,pen_dist,pen_e_star,score
528,8,2.5,0.07,0.04,0.06,0.45,10,0.5,0.08249999999999999,0.6752857843105318,0.00952614368439154,0.6159357215946554,2.972246296074839,0.9996120241913652,0.5609049182850868,0.9623841661900344,FALSE,TRUE,TRUE,TRUE,18,0.08818662128179541,0.07109209549575984,0.09744498128331286,6.2642892155265875,0.1499999999999999,0.11593572159465537,0,0.005686621281795423,0,50.414809832689876
528,8,2.5,0.07,0.04,0.06,0.45,10,1,0.08249999999999999,0.6752857843105318,0.00952614368439154,0.6159357215946554,2.972246296074839,0.9996120241913652,1.1919175604358316,0.872218061634418,FALSE,TRUE,TRUE,TRUE,18,0.08818662128179541,0.07109209549575984,0.09744498128331286,6.2642892155265875,0.1499999999999999,0.11593572159465537,0,0.005686621281795423,0,50.414809832689876
528,8,2.5,0.07,0.04,0.06,0.45,10,1.5,0.08249999999999999,0.6752857843105318,0.00952614368439154,0.6159357215946554,2.972246296074839,0.9996120241913652,1.6162206911249088,0.9524800942967724,FALSE,TRUE,TRUE,TRUE,18,0.08818662128179541,0.07109209549575984,0.09744498128331286,6.2642892155265875,0.1499999999999999,0.11593572159465537,0,0.005686621281795423,0,50.414809832689876
528,8,2.5,0.07,0.04,0.06,0.45,5,0.5,0.0325,0.6752857843105318,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,0.5693592977710069,0.9481898244166744,FALSE,TRUE,TRUE,TRUE,12,0.04270167350589185,0.01004496363154877,0.06808091747109485,6.2642892155265875,0.1499999999999999,0.11920290506928621,0,0.01020167350589185,0,50.42776055730763
528,8,2.5,0.07,0.04,0.06,0.45,5,1,0.0325,0.6752857843105318,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,1.1899674551095816,0.8737393453094381,FALSE,TRUE,TRUE,TRUE,12,0.04270167350589185,0.01004496363154877,0.06808091747109485,6.2642892155265875,0.1499999999999999,0.11920290506928621,0,0.01020167350589185,0,50.42776055730763
528,8,2.5,0.07,0.04,0.06,0.45,5,1.5,0.0325,0.6752857843105318,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,1.654878124804236,0.930329584199804,FALSE,TRUE,TRUE,TRUE,12,0.04270167350589185,0.01004496363154877,0.06808091747109485,6.2642892155265875,0.1499999999999999,0.11920290506928621,0,0.01020167350589185,0,50.42776055730763
528,8,2.5,0.07,0.04,0.06,0.45,5,2,0.0325,0.6752857843105318,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,2.393681202456355,0.8520110231225136,FALSE,TRUE,TRUE,TRUE,12,0.04270167350589185,0.01004496363154877,0.06808091747109485,6.2642892155265875,0.1499999999999999,0.11920290506928621,0,0.01020167350589185,0,50.42776055730763
528,8,2.5,0.07,0.04,0.06,0.45,5,2.5,0.0325,0.6752857843105318,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,2.4952246345812457,1.0176652745910435,FALSE,TRUE,TRUE,TRUE,12,0.04270167350589185,0.01004496363154877,0.06808091747109485,6.2642892155265875,0.1499999999999999,0.11920290506928621,0,0.01020167350589185,0,50.42776055730763
528,8,2.5,0.07,0.04,0.06,0.45,5,3,0.0325,0.6752857843105318,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,2.893813230819069,1.0502281637024455,FALSE,TRUE,TRUE,TRUE,12,0.04270167350589185,0.01004496363154877,0.06808091747109485,6.2642892155265875,0.1499999999999999,0.11920290506928621,0,0.01020167350589185,0,50.42776055730763
528,8,2.5,0.07,0.04,0.06,0.45,15,0.5,0.095,0.6752857843105318,0.00952614368439154,0.6273813408319064,3.120472196715955,0.999881441647044,0.62986850887537,0.8572276804052101,FALSE,TRUE,TRUE,TRUE,18,0.08818661951878476,0.07109209437343317,0.09744498178319354,6.2642892155265875,0.1499999999999999,0.12738134083190644,0,0.006813380481215242,0,50.43079809417342
528,8,2.5,0.07,0.04,0.06,0.45,15,1,0.095,0.6752857843105318,0.00952614368439154,0.6273813408319064,3.120472196715955,0.999881441647044,1.1712959810160102,0.8878041575324332,FALSE,TRUE,TRUE,TRUE,18,0.08818661951878476,0.07109209437343317,0.09744498178319354,6.2642892155265875,0.1499999999999999,0.12738134083190644,0,0.006813380481215242,0,50.43079809417342
528,8,2.5,0.07,0.04,0.06,0.45,15,1.5,0.095,0.6752857843105318,0.00952614368439154,0.6273813408319064,3.120472196715955,0.999881441647044,1.5435257010161878,0.9976005980702598,FALSE,TRUE,TRUE,TRUE,18,0.08818661951878476,0.07109209437343317,0.09744498178319354,6.2642892155265875,0.1499999999999999,0.12738134083190644,0,0.006813380481215242,0,50.43079809417342
528,8,2.5,0.07,0.04,0.06,0.45,15,2,0.095,0.6752857843105318,0.00952614368439154,0.6273813408319064,3.120472196715955,0.999881441647044,2.24529513635207,0.9084609191324796,FALSE,TRUE,TRUE,TRUE,18,0.08818661951878476,0.07109209437343317,0.09744498178319354,6.2642892155265875,0.1499999999999999,0.12738134083190644,0,0.006813380481215242,0,50.43079809417342
528,8,2.5,0.07,0.04,0.06,0.45,15,2.5,0.095,0.6752857843105318,0.00952614368439154,0.6273813408319064,3.120472196715955,0.999881441647044,2.6871838666265835,0.9451171673287412,FALSE,TRUE,TRUE,TRUE,18,0.08818661951878476,0.07109209437343317,0.09744498178319354,6.2642892155265875,0.1499999999999999,0.12738134083190644,0,0.006813380481215242,0,50.43079809417342
528,8,2.5,0.07,0.04,0.06,0.45,15,3,0.095,0.6752857843105318,0.00952614368439154,0.6273813408319064,3.120472196715955,0.999881441647044,3.2239546536235144,0.9428309798107024,FALSE,TRUE,TRUE,TRUE,18,0.08818661951878476,0.07109209437343317,0.09744498178319354,6.2642892155265875,0.1499999999999999,0.12738134083190644,0,0.006813380481215242,0,50.43079809417342
528,8,2.5,0.07,0.04,0.06,0.45,5,0.5,0.02,0.6752857843105318,0.00952614368439154,0.6338261163540191,3.2080127219860337,0.9999411412343228,0.599009639164433,0.901438867278286,FALSE,TRUE,TRUE,TRUE,10,0.016401411392877922,0.008951347426183616,0.06681160865353661,6.2642892155265875,0.1499999999999999,0.1338261163540191,0,0.003598588607122078,0,50.432102241051766
528,8,2.5,0.07,0.04,0.06,0.45,5,1,0.02,0.6752857843105318,0.00952614368439154,0.6338261163540191,3.2080127219860337,0.9999411412343228,1.1442265195073562,0.908859498975838,FALSE,TRUE,TRUE,TRUE,10,0.016401411392877922,0.008951347426183616,0.06681160865353661,6.2642892155265875,0.1499999999999999,0.1338261163540191,0,0.003598588607122078,0,50.432102241051766
528,8,2.5,0.07,0.04,0.06,0.45,5,1.5,0.02,0.6752857843105318,0.00952614368439154,0.6338261163540191,3.2080127219860337,0.9999411412343228,1.6625060305697843,0.92625932389774,FALSE,TRUE,TRUE,TRUE,10,0.016401411392877922,0.008951347426183616,0.06681160865353661,6.2642892155265875,0.1499999999999999,0.1338261163540191,0,0.003598588607122078,0,50.432102241051766
528,8,2.5,0.07,0.04,0.06,0.45,5,2,0.02,0.6752857843105318,0.00952614368439154,0.6338261163540191,3.2080127219860337,0.9999411412343228,2.2081729830475525,0.923787356393318,FALSE,TRUE,TRUE,TRUE,10,0.016401411392877922,0.008951347426183616,0.06681160865353661,6.2642892155265875,0.1499999999999999,0.1338261163540191,0,0.003598588607122078,0,50.432102241051766
528,8,2.5,0.07,0.04,0.06,0.45,5,2.5,0.02,0.6752857843105318,0.00952614368439154,0.6338261163540191,3.2080127219860337,0.9999411412343228,2.5223111292812974,1.0069546233217896,FALSE,TRUE,TRUE,TRUE,10,0.016401411392877922,0.008951347426183616,0.06681160865353661,6.2642892155265875,0.1499999999999999,0.1338261163540191,0,0.003598588607122078,0,50.432102241051766
528,8,2.5,0.07,0.04,0.06,0.45,5,3,0.02,0.6752857843105318,0.00952614368439154,0.6338261163540191,3.2080127219860337,0.9999411412343228,3.4571682330220943,0.8792813131473491,FALSE,TRUE,TRUE,TRUE,10,0.016401411392877922,0.008951347426183616,0.06681160865353661,6.2642892155265875,0.1499999999999999,0.1338261163540191,0,0.003598588607122078,0,50.432102241051766
516,7,2.5,0.07,0.035,0.06,0.45,10,0.5,0.08249999999999999,0.6753334150289537,0.00952614368439154,0.6159357215946555,2.9722462960748413,0.9996120241913652,0.5331512073520571,1.012482021332517,FALSE,TRUE,TRUE,TRUE,18,0.087853268887533,0.07057262881321766,0.09720073797578524,6.266670751447685,0.1499999999999999,0.11593572159465548,0,0.005353268887533014,0,50.43319541527013
516,7,2.5,0.07,0.035,0.06,0.45,10,1,0.08249999999999999,0.6753334150289537,0.00952614368439154,0.6159357215946555,2.9722462960748413,0.9996120241913652,1.0936980329686776,0.950547585213714,FALSE,TRUE,TRUE,TRUE,18,0.087853268887533,0.07057262881321766,0.09720073797578524,6.266670751447685,0.1499999999999999,0.11593572159465548,0,0.005353268887533014,0,50.43319541527013
516,7,2.5,0.07,0.035,0.06,0.45,10,1.5,0.08249999999999999,0.6753334150289537,0.00952614368439154,0.6159357215946555,2.9722462960748413,0.9996120241913652,1.756530989194289,0.8763967420769334,FALSE,TRUE,TRUE,TRUE,18,0.087853268887533,0.07057262881321766,0.09720073797578524,6.266670751447685,0.1499999999999999,0.11593572159465548,0,0.005353268887533014,0,50.43319541527013
528,8,2.5,0.07,0.04,0.06,0.45,20,0.5,0.1075,0.6752857843105318,0.00952614368439154,0.6093701293392979,2.8911393851803733,0.9992579297009928,0.58585688713938,0.9210934900593128,FALSE,TRUE,TRUE,TRUE,18,0.08818662168415851,0.07109209615761787,0.09744498147726216,6.2642892155265875,0.1499999999999999,0.1093701293392979,0,0.019313378315841484,0,50.43418463605154
528,8,2.5,0.07,0.04,0.06,0.45,5,0.5,0.045,0.6752857843105318,0.00952614368439154,0.604360239081273,2.8310612906046506,0.998800558965452,0.5966319722123444,0.904075384164546,FALSE,TRUE,TRUE,TRUE,18,0.06835078934489522,0.015053326052761584,0.08717029847430643,6.2642892155265875,0.1499999999999999,0.10436023908127301,0,0.02335078934489522,0,50.43624758980002
516,7,2.5,0.07,0.035,0.06,0.45,5,0.5,0.0325,0.6753334150289537,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,0.5912941556423903,0.9130154381400568,FALSE,TRUE,TRUE,TRUE,12,0.04191687641260234,0.009018944842762755,0.06757742111183129,6.266670751447685,0.1499999999999999,0.11920290506928621,0,0.009416876412602339,0,50.445243250489824
516,7,2.5,0.07,0.035,0.06,0.45,5,1,0.0325,0.6753334150289537,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,1.0983902413863689,0.9465865099590342,FALSE,TRUE,TRUE,TRUE,12,0.04191687641260234,0.009018944842762755,0.06757742111183129,6.266670751447685,0.1499999999999999,0.11920290506928621,0,0.009416876412602339,0,50.445243250489824
516,7,2.5,0.07,0.035,0.06,0.45,5,1.5,0.0325,0.6753334150289537,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,1.575937492377125,0.9769309285409468,FALSE,TRUE,TRUE,TRUE,12,0.04191687641260234,0.009018944842762755,0.06757742111183129,6.266670751447685,0.1499999999999999,0.11920290506928621,0,0.009416876412602339,0,50.445243250489824
516,7,2.5,0.07,0.035,0.06,0.45,5,2,0.0325,0.6753334150289537,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,2.2711580306990076,0.8979748404853521,FALSE,TRUE,TRUE,TRUE,12,0.04191687641260234,0.009018944842762755,0.06757742111183129,6.266670751447685,0.1499999999999999,0.11920290506928621,0,0.009416876412602339,0,50.445243250489824
516,7,2.5,0.07,0.035,0.06,0.45,5,2.5,0.0325,0.6753334150289537,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,2.8129085105611016,0.902732333235728,FALSE,TRUE,TRUE,TRUE,12,0.04191687641260234,0.009018944842762755,0.06757742111183129,6.266670751447685,0.1499999999999999,0.11920290506928621,0,0.009416876412602339,0,50.445243250489824
516,7,2.5,0.07,0.035,0.06,0.45,5,3,0.0325,0.6753334150289537,0.00952614368439154,0.6192029050692862,3.0136490567054945,0.999721385166984,3.333111226372421,0.911810002454858,FALSE,TRUE,TRUE,TRUE,12,0.04191687641260234,0.009018944842762755,0.06757742111183129,6.266670751447685,0.1499999999999999,0.11920290506928621,0,0.009416876412602339,0,50.445243250489824
516,7,2.5,0.07,0.035,0.06,0.45,5,0.5,0.02,0.6753334150289537,0.00952614368439154,0.6338261163540191,3.208012721986034,0.9999411412343228,0.5338116422528402,1.0115376433873355,FALSE,TRUE,TRUE,TRUE,11,0.01802231580968509,0.008475034452862434,0.0668956998572228,6.266670751447685,0.1499999999999999,0.1338261163540191,0,0.00197768419031491,0,50.44791271958693
516,7,2.5,0.07,0.035,0.06,0.45,5,1,0.02,0.6753334150289537,0.00952614368439154,0.6338261163540191,3.208012721986034,0.9999411412343228,1.1122877374757083,0.934956941622342,FALSE,TRUE,TRUE,TRUE,11,0.01802231580968509,0.008475034452862434,0.0668956998572228,6.266670751447685,0.1499999999999999,0.1338261163540191,0,0.00197768419031491,0,50.44791271958693
516,7,2.5,0.07,0.035,0.06,0.45,5,1.5,0.02,0.6753334150289537,0.00952614368439154,0.6338261163540191,3.208012721986034,0.9999411412343228,1.7886101313401015,0.8609543717040884,FALSE,TRUE,TRUE,TRUE,11,0.01802231580968509,0.008475034452862434,0.0668956998572228,6.266670751447685,0.1499999999999999,0.1338261163540191,0,0.00197768419031491,0,50.44791271958693
516,7,2.5,0.07,0.035,0.06,0.45,5,2,0.02,0.6753334150289537,0.00952614368439154,0.6338261163540191,3.208012721986034,0.9999411412343228,2.083358213864267,0.979131802151786,FALSE,TRUE,TRUE,TRUE,11,0.01802231580968509,0.008475034452862434,0.0668956998572228,6.266670751447685,0.1499999999999999,0.1338261163540191,0,0.00197768419031491,0,50.44791271958693
516,7,2.5,0.07,0.035,0.06,0.45,5,2.5,0.02,0.6753334150289537,0.00952614368439154,0.6338261163540191,3.208012721986034,0.9999411412343228,2.8438748422544453,0.8930958617969175,FALSE,TRUE,TRUE,TRUE,11,0.01802231580968509,0.008475034452862434,0.0668956998572228,6.266670751447685,0.1499999999999999,0.1338261163540191,0,0.00197768419031491,0,50.44791271958693
516,7,2.5,0.07,0.035,0.06,0.45,5,3,0.02,0.6753334150289537,0.00952614368439154,0.6338261163540191,3.208012721986034,0.9999411412343228,3.308689425582998,0.9187394260092407,FALSE,TRUE,TRUE,TRUE,11,0.01802231580968509,0.008475034452862434,0.0668956998572228,6.266670751447685,0.1499999999999999,0.1338261163540191,0,0.00197768419031491,0,50.44791271958693
573,15,2.5,0.08,0.04,0.05,0.45,5,0.5,0.02,0.6753334150289537,0.0083353757238426,0.6338261163540191,2.8070111317377804,0.9985325668640888,0.6481468482408673,0.8320125059555019,FALSE,TRUE,TRUE,TRUE,12,0.022623251980500143,-0.016695146666342087,0.05471282012938548,6.266670751447685,0.1499999999999999,0.1338261163540191,0,0.002623251980500143,0,50.4492038551673
516,7,2.5,0.07,0.035,0.06,0.45,15,0.5,0.095,0.6753334150289537,0.00952614368439154,0.6273813408319064,3.120472196715956,0.999881441647044,0.5635462939506397,0.9581124507773174,FALSE,TRUE,TRUE,TRUE,18,0.08785326954697137,0.07057262683675336,0.09720073893041398,6.266670751447685,0.1499999999999999,0.12738134083190644,0,0.007146730453028632,0,50.45051708148583
516,7,2.5,0.07,0.035,0.06,0.45,15,1,0.095,0.6753334150289537,0.00952614368439154,0.6273813408319064,3.120472196715956,0.999881441647044,1.1287682708352806,0.9212532532275548,FALSE,TRUE,TRUE,TRUE,18,0.08785326954697137,0.07057262683675336,0.09720073893041398,6.266670751447685,0.1499999999999999,0.12738134083190644,0,0.007146730453028632,0,50.45051708148583
516,7,2.5,0.07,0.035,0.06,0.45,15,1.5,0.095,0.6753334150289537,0.00952614368439154,0.6273813408319064,3.120472196715956,0.999881441647044,1.5850760608213024,0.9714500146275074,FALSE,TRUE,TRUE,TRUE,18,0.08785326954697137,0.07057262683675336,0.09720073893041398,6.266670751447685,0.1499999999999999,0.12738134083190644,0,0.007146730453028632,0,50.45051708148583
516,7,2.5,0.07,0.035,0.06,0.45,15,2,0.095,0.6753334150289537,0.00952614368439154,0.6273813408319064,3.120472196715956,0.999881441647044,2.3253113788785416,0.877199888936092,FALSE,TRUE,TRUE,TRUE,18,0.08785326954697137,0.07057262683675336,0.09720073893041398,6.266670751447685,0.1499999999999999,0.12738134083190644,0,0.007146730453028632,0,50.45051708148583
516,7,2.5,0.07,0.035,0.06,0.45,15,2.5,0.095,0.6753334150289537,0.00952614368439154,0.6273813408319064,3.120472196715956,0.999881441647044,2.839199258596637,0.8945140417418037,FALSE,TRUE,TRUE,TRUE,18,0.08785326954697137,0.07057262683675336,0.09720073893041398,6.266670751447685,0.1499999999999999,0.12738134083190644,0,0.007146730453028632,0,50.45051708148583
516,7,2.5,0.07,0.035,0.06,0.45,15,3,0.095,0.6753334150289537,0.00952614368439154,0.6273813408319064,3.120472196715956,0.999881441647044,3.289946162234992,0.9239191692049392,FALSE,TRUE,TRUE,TRUE,18,0.08785326954697137,0.07057262683675336,0.09720073893041398,6.266670751447685,0.1499999999999999,0.12738134083190644,0,0.007146730453028632,0,50.45051708148583
504,6,2.5,0.07,0.03,0.06,0.45,10,0.5,0.08249999999999999,0.6753810457473757,0.00952614368439154,0.6159357215946555,2.9722462960748413,0.9996120241913652,0.5561968837166206,0.9705304504559416,FALSE,TRUE,TRUE,TRUE,18,0.08747060788408,0.06997645576581754,0.09692032886492498,6.269052287368782,0.1499999999999999,0.11593572159465548,0,0.0049706078840800055,0,50.451482380632
504,6,2.5,0.07,0.03,0.06,0.45,10,1,0.08249999999999999,0.6753810457473757,0.00952614368439154,0.6159357215946555,2.9722462960748413,0.9996120241913652,1.0195933118229732,1.0196340169519158,FALSE,TRUE,TRUE,TRUE,18,0.08747060788408,0.06997645576581754,0.09692032886492498,6.269052287368782,0.1499999999999999,0.11593572159465548,0,0.0049706078840800055,0,50.451482380632
504,6,2.5,0.07,0.03,0.06,0.45,10,1.5,0.08249999999999999,0.6753810457473757,0.00952614368439154,0.6159357215946555,2.9722462960748413,0.9996120241913652,1.6785990069154653,0.9170850393363622,FALSE,TRUE,TRUE,TRUE,18,0.08747060788408,0.06997645576581754,0.09692032886492498,6.269052287368782,0.1499999999999999,0.11593572159465548,0,0.0049706078840800055,0,50.451482380632
516,7,2.5,0.07,0.035,0.06,0.45,20,0.5,0.1075,0.6753334150289537,0.00952614368439154,0.6093701293392981,2.891139385180376,0.9992579297009928,0.5863226656336338,0.920361767470347,FALSE,TRUE,TRUE,TRUE,18,0.0878532687687944,0.07057262749242788,0.09720073796957049,6.266670751447685,0.1499999999999999,0.10937012933929813,0,0.019646731231205597,0,50.453903629251045
516,7,2.5,0.07,0.035,0.06,0.45,5,0.5,0.045,0.6753334150289537,0.00952614368439154,0.604360239081273,2.8310612906046515,0.998800558965452,0.5923516224836931,0.910608258691104,FALSE,TRUE,TRUE,TRUE,18,0.0678458861279787,0.014000277455958585,0.08684216575454434,6.266670751447685,0.1499999999999999,0.10436023908127301,0,0.022845886127978707,0,50.45429007073496
