try_id,cand_id,sigma,g_n,i,delta,kappa_max,psi,phi2,rF,omega_star,d_star,lambda_star,f_star,Z_star,phi1_fixed,e_star,stable,RH_ok,has_complex,has_hopf,n_roots,rF_root_med,rF_root_p25,rF_root_p75,pen_omega,pen_sigma,pen_lambda,pen_hopf,pen_dist,pen_e_star,score,candidate_id,rF_anchor,anchor_source,sim_ok,sim_reason,rF_below,rF_above,stop_reason_below,stop_reason_above,taint_flag_below,taint_flag_above,tainted_below,tainted_above,clamp_hit_below_below,clamp_hit_above_below,clamp_rate_total_below,clamp_reason_below,clamp_hit_below_above,clamp_hit_above_above,clamp_rate_total_above,clamp_reason_above,bounded_below,bounded_reason_below,bounded_above,bounded_reason_above,raw_cycle_below,raw_cycle_reason_below,raw_cycle_above,raw_cycle_reason_above,cycle_below,cycle_reason_below,cycle_above,cycle_reason_above,amp_below,amp_above,period_below,period_above,omega_mean_below,omega_mean_above,flip_ok,class_5B,survival_rate,bounded_rate,cycle_rate,amp_med,period_med,taint_share,clamp_rate_med,class_5D,score_stage5
576,16,2.5,0.08,0.04,0.06,0.45,5,0.5,0.045,0.6502532304803152,0.00633076200788132,0.6163270091134071,2.807108041705542,0.9985100332988748,0.6262885804055259,0.86103281062584,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1163270091134071,10,1,0,67.39088460306218,1,0.045,baseline_rF,TRUE,ok,0.043,0.047,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
564,14,2.5,0.08,0.035,0.06,0.45,5,0.5,0.045,0.6502848842903546,0.00633076200788132,0.6163270091134071,2.807108041705542,0.9985100332988748,0.6064415525645018,0.889211852929688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1163270091134071,10,1,0,67.4035461270779,2,0.045,baseline_rF,TRUE,ok,0.043,0.047,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
564,14,2.5,0.08,0.035,0.06,0.45,15,0.5,0.1075,0.6502848842903546,0.00633076200788132,0.6188007754336792,2.836664649733524,0.9988234167245328,0.5778895645169542,0.9334165928625988,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.11880077543367916,10,1,0,67.40651464666223,3,0.1075,baseline_rF,TRUE,ok,0.1055,0.1095,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,5,0.5,0.0325,0.6502532304803152,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,0.5671286558965222,0.9518559041705844,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,67.40848600592369,4,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,5,1,0.0325,0.6502532304803152,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.09491235120222,0.9495276201216688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,67.40848600592369,5,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,5,1.5,0.0325,0.6502532304803152,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.6293958042049783,0.9448129635815798,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,67.40848600592369,6,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,5,2,0.0325,0.6502532304803152,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.3136908747954297,0.8814051437783532,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,67.40848600592369,7,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,5,2.5,0.0325,0.6502532304803152,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.70854654959403,0.9374488313954724,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1309948448313425,10,1,0,67.40848600592369,8,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
552,12,2.5,0.08,0.03,0.06,0.45,5,0.5,0.045,0.650316538100394,0.00633076200788132,0.6163270091134071,2.807108041705542,0.9985100332988748,0.5331683888565749,1.011415957735071,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1163270091134071,10,1,0,67.41620765109369,9,0.045,baseline_rF,TRUE,ok,0.043,0.047,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,10,0.5,0.08249999999999999,0.6502532304803152,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,0.6387877165107056,0.8452383914734929,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,67.418631187181,10,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,10,1,0.08249999999999999,0.6502532304803152,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,1.0726205230457708,0.9694535780840136,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,67.418631187181,11,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,10,1.5,0.08249999999999999,0.6502532304803152,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,1.7169537186855452,0.8968114220157439,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,67.418631187181,12,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,10,2,0.08249999999999999,0.6502532304803152,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,2.1832201254554096,0.934267499737647,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,67.418631187181,13,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,10,2.5,0.08249999999999999,0.6502532304803152,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,2.839429126819596,0.8944190527577232,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,67.418631187181,14,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
576,16,2.5,0.08,0.04,0.06,0.45,10,3,0.08249999999999999,0.6502532304803152,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,3.186552545614541,0.9538733061729608,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1394491625457588,10,1,0,67.418631187181,15,0.08249999999999999,baseline_rF,TRUE,ok,0.08049999999999999,0.08449999999999999,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
552,12,2.5,0.08,0.03,0.06,0.45,15,0.5,0.1075,0.650316538100394,0.00633076200788132,0.6188007754336792,2.836664649733524,0.9988234167245328,0.6092272334732115,0.8854031447134659,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.11880077543367916,10,1,0,67.41917617067801,16,0.1075,baseline_rF,TRUE,ok,0.1055,0.1095,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
564,14,2.5,0.08,0.035,0.06,0.45,5,0.5,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,0.5722346385242418,0.9433626054717824,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,67.42114752993943,17,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
564,14,2.5,0.08,0.035,0.06,0.45,5,1,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.199591447832063,0.8666696657080625,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,67.42114752993943,18,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
564,14,2.5,0.08,0.035,0.06,0.45,5,1.5,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,1.4434764608275148,1.066504595257306,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,67.42114752993943,19,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
564,14,2.5,0.08,0.035,0.06,0.45,5,2,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,2.219968530838378,0.9186161919996144,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,0,67.42114752993943,20,0.0325,baseline_rF,TRUE,ok,0.0305,0.0345,event_r_too_large,event_r_too_large,FALSE,FALSE,TRUE,TRUE,0,0,0,,0,0,0,,FALSE,e_out_of_bounds,FALSE,e_out_of_bounds,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,FALSE,unbounded_path,NA,NA,NA,NA,NA,NA,FALSE,FAIL_TAINTED,0,0,0,NA,NA,0,NA,FAIL_TAINTED,0
